MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Contrast_1,Contrast_2,Contrast_3,Contrast_4,Contrast_5,Contrast_6,Contrast_7
-0.01586262322962284,0.6450157165527344,-4.04978609085083,1.820773959159851,4.605661869049072,0.5253164172172546,4.172114372253418,2.0650124549865723,1.00955069065094,3.6399643421173096,3.9020655155181885,3.2241806983947754,3.59434175491333,-2.1965310625948793,-4.156045369504099,-3.5823594210303287,-5.093448444578977,-3.938356670994828,-4.951048961798159,-2.1037832119186923
3.155505657196045,2.2223877906799316,-3.193087100982666,0.5337215662002563,2.5263049602508545,-2.0951809883117676,2.6922447681427,1.9264075756072998,0.8533961772918701,3.28775691986084,3.3239517211914062,3.36673903465271,3.326798439025879,-1.835268707454456,1.2283907698761367,-3.6476490193432514,-3.7683700551185977,-3.836821626817956,-3.975796149920237,-1.1374248893748493
3.552948236465454,2.3671579360961914,-2.972957134246826,0.28403106331825256,1.613158941268921,-1.9640308618545532,1.992480754852295,2.0677225589752197,1.139594554901123,2.8668746948242188,3.2379395961761475,3.5022928714752197,3.0655510425567627,-1.1022718068688317,-0.5302023413959396,-3.206861541304485,-2.809197867667065,-2.8885288579248147,-3.065713209036814,-1.0898517289412075
2.0719590187072754,1.7631169557571411,-2.238227128982544,0.04618382453918457,0.4061134457588196,-1.8950318098068237,1.0071102380752563,2.444854497909546,1.4156354665756226,1.9380011558532715,2.502188205718994,3.595006227493286,2.9313695430755615,0.032211003276593576,-0.30373371607969,-2.319711135367069,-0.9782892597163758,-2.0111434911433625,-1.8887910264995822,-0.48905935245284415
-0.12842440605163574,-1.5679521560668945,-0.3958064615726471,2.1659882068634033,1.3829593658447266,0.1859321892261505,1.677433967590332,1.2219966650009155,0.42055729031562805,0.9396076202392578,-0.7335102558135986,-0.5139004588127136,-0.16792261600494385,2.591915193802078,1.3888521050233846,2.0427398180615106,0.3523473599921878,0.07195914401520029,0.25836313357606233,0.34273633456082314
0.5298528671264648,-0.9164463877677917,-2.251558542251587,2.406578779220581,2.1663641929626465,0.6365243196487427,0.6526342630386353,2.229921817779541,1.768677830696106,0.6151926517486572,0.8870205283164978,0.3717746436595917,0.5458531975746155,1.5140874318860358,0.7317394027861192,1.068722735876189,-0.28029758808834543,0.02471646376312571,0.29505944258703126,1.5117213295826808
0.6996394395828247,-0.5473378896713257,-2.130709409713745,2.039478302001953,1.9811164140701294,0.34674933552742004,0.2461986094713211,2.232485055923462,2.006955862045288,0.3504687249660492,1.1826380491256714,0.6200625896453857,0.6784563064575195,1.3869665551441457,0.8742818424595967,0.1464190113738018,-0.5914840997194275,0.6679143555625969,0.4907174844716484,1.4247199188213235
0.3038966655731201,-0.4791375398635864,-0.23929856717586517,0.5264701247215271,0.41331765055656433,-0.006907260976731777,0.33670854568481445,0.6224052906036377,1.1581224203109741,0.08996180444955826,0.4103986322879791,0.4144204258918762,0.1265459507703781,1.9435804432180612,0.5490009271421948,-0.11505182747808275,0.5722154693995378,0.02833015345198612,0.6183259040911376,0.9869372366160559
0.12914815545082092,-0.28406715393066406,0.3807542622089386,-0.2400442212820053,-0.13174887001514435,1.2964855432510376,-0.00020306886290200055,-0.39909204840660095,0.14456233382225037,0.37655729055404663,0.017308365553617477,-0.5355266332626343,-0.39860019087791443,1.7453990573923863,0.06579811413428548,0.06484335527198538,0.3277409339168427,0.5995662193079289,0.6683055308926417,1.0909948798122098
0.2740960717201233,0.039257388561964035,0.6577304601669312,-0.5140080451965332,-0.37907975912094116,1.0379843711853027,-0.022914357483386993,-0.8309845328330994,0.2824731171131134,-0.1364571750164032,0.02658027969300747,-0.44319990277290344,-0.0639391541481018,-0.17961324333201265,-0.37991848520182264,0.4202313148829337,0.6177028760911019,0.2570053617830307,0.49118950346181095,1.7951131949835955
0.3248734474182129,0.07273437827825546,0.958469569683075,-0.7779547572135925,-0.4372856318950653,1.165592074394226,0.03378330171108246,-0.7936460375785828,0.03838132321834564,-0.42800676822662354,-0.18197162449359894,0.20776212215423584,0.03510657697916031,0.3862369941097397,-0.18358658398293445,0.5173279403699569,1.1281736246839187,0.35758412324783645,0.2480171472305155,-0.5825493490158361
0.2608571946620941,-0.15662327408790588,0.8265048265457153,-0.2649584710597992,-0.21653658151626587,1.1017935276031494,-0.4104154407978058,-0.10744285583496094,0.1786474883556366,-0.0363183356821537,0.15272141993045807,0.366489052772522,0.23938599228858948,0.5148025369026153,0.1401336890341564,1.0926301460880654,0.07166461954617553,0.8562792438144616,0.10133673150026776,-0.7779327251429241
0.24167276918888092,-0.21818238496780396,0.9921548962593079,-0.11719072610139847,-0.24817118048667908,0.5283679962158203,-0.3905004560947418,0.5962398648262024,-0.8468493819236755,-0.6745797395706177,-0.16897375881671906,-0.8841265439987183,-0.29435861110687256,1.4352369263114821,0.11450936059171203,0.3434414862048722,0.3842920638494313,0.4659762067644362,0.3310793149762322,-0.647091814263946
0.23731087148189545,-0.28803879022598267,0.8294268846511841,-0.20975306630134583,-0.27681344747543335,-0.3954470157623291,-0.2950352132320404,0.5835903882980347,-1.319620966911316,-1.0230752229690552,0.03502354398369789,-0.9758639931678772,-0.18435251712799072,1.015171606094352,0.13362563409764341,0.3061820654279164,0.44339474359032643,0.7688295690272361,0.35067628736405765,-0.7510723916993108
0.21540875732898712,-0.33910608291625977,0.36201030015945435,0.04085734859108925,-0.0727725476026535,-0.36720114946365356,-0.12956473231315613,0.39336612820625305,-0.7058147192001343,-0.2189347892999649,1.1027663946151733,0.32315492630004883,-0.04608940705657005,0.7495128292357833,0.26344633629778025,-0.35333902301117487,0.47276291458448494,0.3037541766103553,-0.10830283060243931,-0.5229034822580262
0.23673513531684875,-0.15672893822193146,0.13924717903137207,-0.45799720287323,-0.2740572392940521,0.5748393535614014,-0.09191635251045227,0.04509011656045914,-0.3511262536048889,-0.11881458014249802,0.712702214717865,1.2048306465148926,0.035269252955913544,0.3307820617596263,0.41952422146528134,-0.15514166130624055,0.6334901792121694,0.35041871790452656,0.17480789780992614,0.56397629656112
0.19684091210365295,-0.094899021089077,0.17242690920829773,-0.8945619463920593,-0.5626497268676758,2.1383731365203857,-0.11022110283374786,-0.47849029302597046,0.0717795267701149,0.11717144399881363,-0.32476308941841125,0.6821054220199585,-0.33516091108322144,1.8665245710346934,0.07569739539329005,-0.20142385742200974,0.9036932178462433,0.5561325745603696,0.2145613833196202,-0.03399320940566861
0.1836290955543518,-0.35878923535346985,0.47626468539237976,-0.45921170711517334,-0.511286199092865,0.5821195244789124,-0.2226150780916214,-0.646574854850769,-0.7578088045120239,0.01414413470774889,0.29063209891319275,0.14856238663196564,-0.4408029615879059,0.09425794192033529,-0.38264940935542824,0.7560725732759601,0.18003493653815095,0.13296141227164862,0.39471124892772735,-0.8049672636602145
0.23868440091609955,-0.28766778111457825,0.7258481383323669,-0.20637278258800507,-0.5511121153831482,-0.72597336769104,-0.674248993396759,0.517645001411438,-1.6656990051269531,-0.8366094827651978,-0.28542643785476685,-0.8835242390632629,-0.3596069812774658,0.3967034886761142,1.0298993677189026,0.027776012656585258,0.3770136610699065,0.19690074380765965,0.014339840315312926,0.6479977931354834
0.20324061810970306,-0.43333691358566284,0.7460266351699829,-0.01315642986446619,-0.4782474935054779,-1.1783764362335205,-0.9088888168334961,0.6084665060043335,-1.2966513633728027,-0.7604235410690308,-0.8270959258079529,-0.8577392101287842,-0.31227558851242065,1.3199789475131114,0.8354072097620706,0.022787668775717397,0.3229424889315011,0.27279640590508947,0.4770132307679912,1.4710953678490082
0.17811204493045807,-0.5430945158004761,0.5154629349708557,-0.4242023825645447,-0.25922808051109314,-0.715118944644928,-0.6996464133262634,-0.3320188820362091,-0.682438850402832,-0.29903867840766907,0.013279237784445286,-0.6422693133354187,-0.5222339034080505,-0.6601650697610624,0.4232470222122991,-0.24170394908268852,-0.024182680729154214,0.20260854818588228,0.3024309031244628,0.38571559266706296
0.24434274435043335,-0.19287817180156708,0.7049652934074402,-0.5315491557121277,-0.5404112339019775,0.47850853204727173,-0.41777312755584717,-1.050736665725708,0.17676416039466858,-0.11788442730903625,-0.6046549677848816,-0.9579253792762756,-0.7546623945236206,-0.9048196091907786,-0.45968195955300556,0.40740225524238743,0.003569598288213808,0.46894239712938857,-0.18494500114635049,0.31988641816239866
0.1981648951768875,-0.3680476248264313,0.2616068720817566,-0.6002188920974731,-0.5165461897850037,0.9256747364997864,-0.1885618418455124,-1.3837730884552002,-0.31478941440582275,0.07272609323263168,-0.25940418243408203,-0.5780170559883118,-1.0683362483978271,-0.3806987511879916,0.8336795347990559,-0.3172347244738134,-0.09915087608383599,0.023456383313335417,-0.010345366509179176,-0.7071600002331334
0.17083153128623962,-0.46870023012161255,-0.12174756079912186,-0.2857692241668701,-0.3353075385093689,0.10800842940807343,0.006368251983076334,-0.2622489333152771,-0.7755259275436401,-0.38234418630599976,0.26151347160339355,0.1376846879720688,-0.9786264896392822,0.21107293036231553,-0.09507414794818549,0.275346050288422,0.28743752346505064,0.08835988544230544,0.15499515606179534,0.6373253815695754
0.22232915461063385,-0.6289242506027222,0.21219410002231598,-0.5308369398117065,-0.3949890732765198,-0.8076195120811462,-0.04582139477133751,0.5882205367088318,-0.27660274505615234,-0.7003055810928345,0.3156173527240753,-0.3519646227359772,-0.5765166282653809,-0.7364940556450708,1.0779012984677314,1.7916353834858314,0.7453872579875271,0.0816728232302828,0.24432983171601796,-0.6753594250471788
0.1395922750234604,-0.8936227560043335,0.42439892888069153,-0.2434724122285843,-0.6533573865890503,-0.9352647662162781,-0.060659412294626236,0.34657180309295654,0.3765963017940521,-0.3254973888397217,-0.25614339113235474,-0.10864995419979095,-0.16115261614322662,-0.4206627151047011,1.7155890798304616,0.2975465901707086,0.3278198847964905,0.6144425699871652,0.1960459257593633,0.669024887561873
0.14785224199295044,-0.8527801036834717,0.296633780002594,0.19400455057621002,-0.3074404299259186,-0.0878196731209755,0.008337290957570076,0.026695022359490395,0.12143106013536453,-0.3688538670539856,-0.4713619649410248,-0.20925059914588928,-0.7802847623825073,-0.25952932729120676,0.2888316925385927,0.6632244978710534,0.28620880143290556,0.4176643332637317,0.26486199632130275,-0.0687861647073524
0.1499258428812027,-0.6442195773124695,-0.0644368827342987,-0.2864868938922882,-0.3347111642360687,-0.035134900361299515,0.36011338233947754,0.3253346383571625,-0.5322369337081909,-0.6441948413848877,-0.18419259786605835,-0.4927845597267151,-0.7643460035324097,1.8383797315134316,-0.13221784224323532,0.28775834295084374,0.26713625893035875,0.23340885324705407,0.08986256022363345,-1.0548881066185392
0.11038808524608612,-0.5177984237670898,0.07751794904470444,-0.42908501625061035,-0.37772923707962036,0.5948919653892517,0.394855797290802,-0.3354071378707886,-0.03862951323390007,-0.31112831830978394,-0.14365267753601074,-0.24322019517421722,-0.5296643972396851,-0.18665074606559987,-0.2184178298447561,1.8786700935908534,0.2644384330592023,0.5370182990955275,0.21021018982701853,0.5415166335675551
0.13283108174800873,-0.5907854437828064,0.05323246866464615,-0.5909775495529175,-0.5973539352416992,-0.007258050609380007,-0.3545075058937073,-1.1904255151748657,-0.13843443989753723,-0.2921465337276459,0.9778957962989807,0.03349475562572479,-0.7082575559616089,1.0275886916637773,-0.09338169409358658,0.25833323451050294,0.4932154437578151,0.17119400067801166,0.262115418013946,1.1263509285603017
0.22988218069076538,-0.42897289991378784,-0.009580301120877266,-0.8724052309989929,-0.5304813385009766,-0.8169804215431213,-0.7380979657173157,-0.911870002746582,-0.9807847738265991,-0.6756129264831543,0.8202470541000366,-0.3972195088863373,-0.3633609712123871,-0.6359362425860015,0.33281378209485024,-0.3836282211169911,-0.2117139620426406,0.19415586175568506,0.2014756507925744,-0.9067912501672581
0.13808020949363708,-0.6675865054130554,0.26385214924812317,-0.4727676212787628,-0.4042884409427643,-1.2010160684585571,-0.8133769631385803,-0.12435270845890045,-0.9501039385795593,-0.7834603786468506,-0.322857528924942,-0.670734703540802,0.06661856919527054,0.5444888633301932,0.8580078102705121,0.19327800022300717,0.5502245225764768,0.27708953029383226,0.7855024870083106,-0.5633392073862455
0.14353211224079132,-0.5720465779304504,0.8083334565162659,0.31376349925994873,-0.25162944197654724,-0.8165982365608215,-0.8846139311790466,0.355233371257782,-1.0068691968917847,-1.022629976272583,-0.877312421798706,-0.7496811747550964,-0.1970808058977127,-0.4214535114287067,-0.1361649097373783,-0.21687174466258283,0.41540902605646596,1.0126723302714389,0.6383115243766624,1.593390025012812
0.21035781502723694,-0.3956506550312042,0.46162551641464233,-0.0788070559501648,0.07629827409982681,0.10178522020578384,-0.3556574881076813,-0.5399178266525269,-0.7688072323799133,-0.5291591286659241,-0.3746047914028168,-1.1148983240127563,-0.36504995822906494,-0.6464258245204401,0.3781049638679164,0.19741197939928318,0.5169104350061181,0.20294723364657977,0.3886032931207905,-1.114011891583295
0.16694536805152893,-0.42964768409729004,-0.11662258207798004,-0.5120152235031128,-0.17047777771949768,0.7020023465156555,-0.39384886622428894,-0.8806294798851013,-0.22394515573978424,-0.39710739254951477,-0.15574990212917328,-0.41075873374938965,-0.6625048518180847,-1.1705668618182654,-0.46681435383543135,0.5255434119955128,-0.012125780547486137,0.34385166639744913,-0.0358317228080678,0.3794085131997031
0.10034582763910294,-0.5554354786872864,-0.13816335797309875,-0.3430992662906647,-0.14381392300128937,0.8126118183135986,-0.38510408997535706,-0.5711500644683838,-0.3309086263179779,-0.2716367840766907,0.32314401865005493,0.40659016370773315,-1.0619430541992188,-1.3700116768923567,-0.09445789167821547,-0.05645089120850745,0.571398293968532,0.8640318430679617,0.21112622976262158,0.19263723141929892
0.10465037822723389,-0.3904606103897095,0.02879679575562477,-0.14711010456085205,-0.2486276477575302,1.1222597360610962,-0.23810429871082306,-0.33251920342445374,-0.4325622320175171,-0.3043037950992584,0.30258774757385254,0.10471693426370621,-1.038668155670166,-0.10651446645153927,-0.44365233036029605,-0.329671907168714,0.3358324484849473,0.3669568976305373,0.1409775816775758,1.1739482675709882
0.09491319954395294,-0.6091305613517761,0.5575210452079773,0.1138838529586792,-0.3953419625759125,0.10505600273609161,-0.6350038051605225,-0.610815703868866,-0.19296510517597198,-0.721893310546875,-0.5387001037597656,0.045250579714775085,-0.7484646439552307,-0.8503519786382918,0.8472200685366588,0.438305385424015,0.32730247359186476,0.5010709443924598,0.49139625475691295,-0.18969274869002783
0.10499857366085052,-0.8294727802276611,0.8710832595825195,-0.019471045583486557,-0.37408900260925293,-0.9919420480728149,-0.9511246085166931,-0.7087509036064148,-0.446769654750824,-0.859839141368866,-0.9879510402679443,0.006473171524703503,-0.1719895452260971,0.8978470888003739,1.2566933638135072,0.31308505250681634,0.8187531814066422,0.7962510918698896,1.0273385597892455,2.0305058981271227
0.13167913258075714,-0.6009892225265503,0.5577881336212158,-0.48642101883888245,-0.38454219698905945,-0.6526015996932983,-0.3544767200946808,-0.044739510864019394,-1.0251498222351074,-0.44962960481643677,-0.23436884582042694,-0.027822142466902733,0.06385593116283417,-0.4049952112181041,0.8793124007167069,-0.06553133096420649,0.4204538350471557,0.5148552271236276,0.5032652180005671,1.0302735253710607
0.1369544118642807,-0.3375193774700165,0.04054252430796623,-0.5622811913490295,-0.3108387589454651,0.5784727931022644,0.146452859044075,0.22988878190517426,-0.9410161375999451,-0.3063925802707672,-0.3127649426460266,-0.08007968217134476,-0.0076700905337929726,-0.2458069906823683,0.7300387376075453,-0.10690465238665482,0.265357791343808,0.6243172841111264,-0.011754814730076163,-0.01695394855180042
0.10090506076812744,-0.325795441865921,-0.04319143295288086,-0.6427632570266724,-0.20980724692344666,1.8024625778198242,0.02320079691708088,-1.1348601579666138,-0.8316734433174133,-0.37774428725242615,-1.2647411823272705,0.0018085181945934892,0.06857404857873917,-0.9683183321691864,-0.44052700375149006,0.08664850834274766,-0.06885521059999301,0.3450097644351165,0.5227817813317106,0.23861963822484966
