time-domain,frequency-domain
9.094947e-12,0.0005554437941555079
3.637979e-12,0.00046513986446906176
2.0008883e-11,0.000535676887160872
8.185452e-12,0.0005247828321326436
1.2732926e-11,0.0007561104643155459
0.0,0.0016670043039824247
2.728484e-12,0.002324899239789341
-7.275958e-12,0.001737727208496255
-7.275958e-12,0.0017261208927717858
-2.0918378e-11,0.0016588453847799771
-6.366463e-12,0.0009422852321309264
0.0,0.00012195845283985959
-5.456968e-12,0.001032177549883552
9.094947e-12,0.001297378318521967
-7.275958e-12,0.001693353442683479
0.0,0.00223778915353997
0.0,0.0008683639523404708
9.094947e-12,0.0017661927401176278
0.0,0.002211578478156528
7.275958e-12,0.0022506435651547876
1.4551915e-11,0.0023635514808131833
-4.5474735e-12,0.001414857814129654
7.275958e-12,0.0009486061867159476
-7.275958e-12,0.0002952959240688675
3.637979e-12,0.0008572926718773867
-9.094947e-12,0.0011427907785207764
-1.0004442e-11,0.0010581657942978287
-1.9099389e-11,0.0009191420338947546
5.456968e-12,0.0006735514470353227
2.0008883e-11,0.0015479453214037057
2.910383e-11,0.0012840021278012362
7.275958e-12,0.0007024973374920048
1.0913936e-11,0.0004868790484906042
0.0,0.0012587787412389221
0.0,0.0017992018556493294
-3.637979e-12,0.0011447398661396878
-1.6370905e-11,0.0009928669957908025
7.275958e-12,0.001106987442985308
-9.094947e-12,0.0010373135336306696
-6.366463e-12,0.0008699850000368135
-1.8189894e-12,0.0009311312857939397
1.6370905e-11,0.0010177756238074222
0.0,0.0012265753847771291
-5.456968e-12,0.0015415719071541403
-3.637979e-12,0.0014400736079572584
-1.4551915e-11,0.0007248244885423391
-9.094947e-12,0.00013025539315833607
2.0008883e-11,0.0006435233521415838
-3.637979e-12,0.0006583101487153123
-3.637979e-12,0.00013156026699743961
1.8189894e-12,0.000674436780122325
7.275958e-12,0.00043676525655756175
2.1827873e-11,0.000516249710819717
0.0,0.0008620343071100399
1.6370905e-11,0.0005101202734756631
-1.4551915e-11,0.000822506188358033
0.0,0.0010977644685151154
1.8189894e-12,0.0009289412834760813
1.8189894e-12,0.0006779317818758801
-7.275958e-12,0.0005155947168641495
1.0913936e-11,0.00031803914841400276
-1.0913936e-11,0.0002703698367180158
7.275958e-12,0.0003317955073278599
-1.4551915e-11,0.0003333247563517315
-7.275958e-12,0.0007103282277658496
-3.637979e-12,0.0007938593907059186
-1.8189894e-12,0.0004969884699012678
-3.637979e-12,0.0005847380825485707
-2.1827873e-11,0.0007389971601243395
1.0913936e-11,0.00045176885728299775
-7.275958e-12,0.0004697716957302097
1.4551915e-11,0.00039084175227204523
0.0,6.850876461832089e-05
-1.4551915e-11,0.0002730849909135541
-7.275958e-12,0.00011145310922146236
-7.275958e-12,7.490036901591085e-05
-3.637979e-12,0.00021244385007090284
7.275958e-12,0.0006663840714276453
7.275958e-12,0.0007614781412841045
0.0,0.0004739016453207468
1.4551915e-11,0.0005403888259591759
0.0,0.0006410419346261633
1.0913936e-11,0.0006159468215196065
5.002221e-12,0.0004602511536915845
1.0913936e-11,0.00027549747341668566
2.1827873e-11,0.00046712303810506723
5.456968e-12,0.0004423366346603376
5.456968e-12,0.00016387092567826274
1.0913936e-11,0.00015534073001136555
-2.728484e-12,0.00020877771130246853
-2.1373125e-11,0.0002838383348639959
-9.094947e-12,0.00039889975961836103
-1.8189894e-11,0.000782259951303581
0.0,0.00151495597850292
0.0,0.0014143602236383619
1.43245416e-11,0.0007967451239258238
-1.3187673e-11,0.00059606504281635
-2.5011104e-12,0.0001456928529131488
9.094947e-12,8.232795571314611e-05
-5.456968e-12,0.0002120070471939668
1.0913936e-11,0.0002984345481548835
-3.092282e-11,0.000542218677078724
2.7284841e-11,0.001325706878939988
-4.0017767e-11,0.0014250209352920482
4.7293724e-11,0.0010138911113922477
-2.6375346e-11,0.0007836643996593312
1.8189894e-11,0.00032038552201648247
2.2737368e-12,0.00031592572394055556
-3.45608e-11,0.0002217052390032135
6.184564e-11,0.0001629114272337385
-1.2369128e-10,0.0002922140466937722
1.9645086e-10,0.00014618144769064533
-2.8376235e-10,0.00031359320683633493
4.120011e-10,0.0006487341180388726
-5.2568794e-10,0.0006373706757614638
6.730261e-10,0.00041843953747795743
-8.2945917e-10,0.0001823773181950193
1.029548e-09,0.00018348773749273423
-1.193257e-09,0.00021112953614853757
1.3460522e-09,0.00017660337916637406
-1.5043042e-09,0.0002472786053063332
1.6498234e-09,0.0002532264190458284
-1.70985e-09,0.00032763632531037105
1.720764e-09,0.0001952983412436359
-1.628905e-09,0.0004892332728464282
1.4333636e-09,0.0005773704574618095
-1.1132215e-09,0.00022794876728867675
6.211849e-10,0.00020065317062736347
3.3651304e-11,0.00021211993096483932
-9.0039975e-10,0.0004105661892963402
1.9608706e-09,0.0009240847185884947
-3.261448e-09,0.0011492077810484852
4.791218e-09,0.0006117238328991587
-6.486516e-09,0.00026403868480721893
8.440111e-09,0.0003805588551357748
-1.05574145e-08,0.0003265022484319736
1.276203e-08,0.00012190936238153579
-1.5035766e-08,0.00018698763262523226
1.7305865e-08,0.00021943237242651978
-1.9503204e-08,0.00032867507034683394
2.1482265e-08,0.00043874144101978355
-2.313027e-08,0.0006855363117946851
2.4356268e-08,0.0005297321468480103
-2.5007466e-08,0.0002063303496727831
2.4920155e-08,0.00019879101095165479
-2.3981556e-08,8.175497812971327e-05
2.1998858e-08,0.000158072245888529
-1.8921128e-08,0.00012528073983284678
1.4557827e-08,5.974720014431278e-05
-8.87303e-09,0.00015625312289932307
1.7371349e-09,0.00012488669547634033
6.8394e-09,0.00016834187567140387
-1.688386e-08,0.0002124824042597391
2.8310751e-08,0.00013768548126371794
-4.1050953e-08,6.54664949800666e-05
5.493257e-08,1.696851812460375e-05
-6.9720045e-08,6.723090506451245e-05
8.517236e-08,0.00015096822519390185
-1.00925945e-07,0.00022000229624653301
1.1656812e-07,0.00026582321590425773
-1.3168756e-07,0.00024069352443404255
1.457156e-07,0.00019533858095567585
-1.5814294e-07,8.751989305199763e-05
1.6838385e-07,0.00011751888931547228
-1.7576895e-07,0.0001544404401884695
1.7973434e-07,3.276424257382278e-05
-1.7956336e-07,8.980199507485284e-05
1.747394e-07,9.25015041065434e-05
-1.6454214e-07,0.00012125087700619932
1.4852776e-07,0.0002456189563188947
-1.2615055e-07,0.0002228653423747299
9.696032e-08,0.00014299017862751646
-6.065011e-08,0.00016350986201900866
1.6894774e-08,7.738640340188914e-05
3.4407094e-08,0.00011788711779453428
-9.34815e-08,0.0001029459779719034
1.6025297e-07,0.0002624618485758105
-2.3475877e-07,0.00010928348943992281
3.1698437e-07,0.00028449434739776235
-4.0691702e-07,0.000414524570482495
5.047841e-07,0.0003832666261222324
-6.1102764e-07,0.0002855555141913719
7.2675175e-07,0.00019813715871119035
-8.5396823e-07,0.0001591387921795567
9.966534e-07,0.00011106295317087838
-1.1620141e-06,0.00011055660393224791
1.3641693e-06,6.041711126486386e-05
-1.6319027e-06,0.0001842088679571906
2.0312655e-06,0.00017301241109624258
-2.746032e-06,0.0001632914265092429
4.5208453e-06,5.590352803255928e-05
-1.7084805e-05,3.646891013206429e-05
-2.8587625e-05,1.1428643153403481e-05
3.3303077e-06,3.7371579609567595e-05
-2.2679378e-06,1.9538322888804275e-05
1.9918125e-06,3.1141465337849903e-05
-2.131419e-06,2.3708876619150422e-05
2.7478673e-06,2.1898006947930962e-05
-4.5437537e-06,2.1167605423414116e-05
1.7238226e-05,2.1184391660620252e-05
2.8183158e-05,2.1188886194067823e-05
-2.5162826e-06,2.118439166062043e-05
7.852177e-07,2.1167605423414007e-05
7.5819844e-07,2.189800694793083e-05
-2.5380912e-05,2.370887661915073e-05
-3.118127e-05,3.11414653378501e-05
-1.2081116e-05,1.953832288880414e-05
-1.6016078e-05,3.737157960956739e-05
-1.6887872e-05,1.1428643153403445e-05
-1.0952899e-06,3.646891013206436e-05
-1.2443961e-06,5.590352803255918e-05
1.3826029e-05,0.00016329142650924297
1.2531062e-05,0.00017301241109624277
-1.9075658e-05,0.00018420886795719057
-3.1588617e-05,6.041711126486396e-05
-3.01299e-05,0.00011055660393224773
-1.0545064e-05,0.00011106295317087849
-3.0156289e-05,0.00015913879217955654
-2.9015257e-05,0.00019813715871119003
1.7196257e-05,0.0002855555141913719
3.2553246e-05,0.00038326662612223246
2.9467068e-05,0.000414524570482495
5.435002e-05,0.0002844943473977627
6.574282e-05,0.00010928348943992293
5.1772062e-05,0.0002624618485758105
4.4964414e-05,0.00010294597797190356
4.4019514e-05,0.0001178871177945342
6.0182087e-05,7.738640340188921e-05
1.5119578e-05,0.00016350986201900866
-1.9847912e-05,0.00014299017862751646
-3.0495099e-05,0.00022286534237472985
-3.217122e-05,0.0002456189563188948
-4.65427e-06,0.00012125087700619943
8.4680505e-07,9.250150410654354e-05
2.338129e-07,8.980199507485302e-05
-1.2192104e-06,3.276424257382279e-05
2.3485623e-05,0.0001544404401884694
-1.5788155e-05,0.00011751888931547224
-2.9889641e-05,8.751989305199753e-05
4.9611335e-06,0.00019533858095567582
-6.891649e-06,0.00024069352443404255
-3.1451193e-05,0.00026582321590425784
-2.837594e-05,0.00022000229624653296
-4.4710872e-05,0.00015096822519390207
-6.3342086e-05,6.72309050645125e-05
-1.1306289e-05,1.6968518124603643e-05
9.0316826e-07,6.546649498006654e-05
-5.982506e-07,0.00013768548126371794
3.7804875e-06,0.0002124824042597392
3.3669356e-05,0.000168341875671404
4.7926635e-05,0.0001248866954763404
3.4427256e-05,0.00015625312289932307
-4.567596e-07,5.9747200144312774e-05
-3.353731e-05,0.00012528073983284673
-2.8392733e-05,0.00015807224588852874
-3.3023283e-05,8.175497812971338e-05
-2.4435594e-05,0.00019879101095165473
1.355993e-07,0.0002063303496727832
2.233337e-05,0.0005297321468480102
-1.4135164e-05,0.0006855363117946853
-3.4847e-05,0.0004387414410197833
-2.793083e-05,0.0003286750703468338
-3.0462283e-05,0.00021943237242651997
1.8284383e-05,0.00018698763262523207
2.9814148e-05,0.00012190936238153595
-1.7167898e-05,0.00032650224843197356
-9.602954e-06,0.0003805588551357749
6.133037e-06,0.0002640386848072186
-9.93363e-06,0.0006117238328991586
-1.6319042e-05,0.0011492077810484852
2.7624825e-05,0.0009240847185884947
3.1842002e-05,0.0004105661892963403
2.8715545e-05,0.0002121199309648393
3.359017e-05,0.00020065317062736357
2.0404514e-06,0.00022794876728867694
1.3504149e-05,0.0005773704574618099
1.2758707e-05,0.0004892332728464281
-2.0207492e-05,0.00019529834124363591
-3.7996078e-06,0.00032763632531037095
3.8400514e-05,0.0002532264190458285
-2.6308198e-06,0.000247278605306333
2.91334e-05,0.000176603379166374
9.006206e-05,0.00021112953614853735
4.4827488e-05,0.00018348773749273434
-4.2056334e-05,0.00018237731819501966
-9.347571e-05,0.0004184395374779576
-0.00013036188,0.0006373706757614636
-0.000104078776,0.0006487341180388726
-4.770079e-05,0.000313593206836335
-4.4414526e-05,0.00014618144769064544
-5.9529966e-06,0.00029221404669377233
1.5409816e-05,0.0001629114272337386
5.8998674e-05,0.00022170523900321343
0.00011190356,0.0003159257239405557
9.132092e-05,0.00032038552201648263
1.1173488e-05,0.0007836643996593312
-2.5948744e-05,0.001013891111392248
-3.121666e-05,0.0014250209352920484
-5.5020253e-05,0.001325706878939988
-5.3556847e-05,0.0005422186770787243
3.3140626e-05,0.0002984345481548834
0.00010868894,0.00021200704719396697
0.00010616754,8.232795571314607e-05
0.000107963686,0.00014569285291314894
3.843935e-05,0.00059606504281635
3.846835e-05,0.0007967451239258237
9.5632335e-05,0.0014143602236383617
1.3114955e-05,0.00151495597850292
-4.0234627e-05,0.0007822599513035807
-1.3486628e-05,0.0003988997596183611
1.9772133e-06,0.00028383833486399603
-5.2349093e-05,0.00020877771130246883
-4.98664e-05,0.00015534073001136577
-1.1404596e-05,0.00016387092567826268
-3.4769408e-05,0.00044233663466033746
-3.9405033e-05,0.00046712303810506745
-7.4946176e-05,0.00027549747341668566
-6.5681816e-05,0.0004602511536915843
3.5355282e-05,0.0006159468215196066
3.431084e-05,0.0006410419346261632
-4.5399493e-06,0.0005403888259591759
8.925536e-05,0.00047390164532074686
5.407915e-05,0.0007614781412841046
-3.467465e-06,0.0006663840714276453
5.9659524e-06,0.0002124438500709029
2.1342386e-05,7.49003690159108e-05
-1.4434058e-05,0.00011145310922146211
-1.14253435e-05,0.00027308499091355405
1.4984648e-05,6.850876461832101e-05
-1.8541119e-05,0.0003908417522720451
3.6304937e-06,0.0004697716957302096
-5.0553543e-05,0.0004517688572829978
-8.588568e-05,0.0007389971601243394
-0.00014599234,0.0005847380825485707
-9.675413e-05,0.0004969884699012677
-5.8007467e-05,0.0007938593907059184
-5.990111e-05,0.0007103282277658497
-7.5620075e-05,0.00033332475635173165
-9.221207e-05,0.00033179550732785964
-4.57797e-05,0.0002703698367180158
5.80723e-06,0.00031803914841400255
5.5969598e-05,0.0005155947168641494
-3.0596242e-05,0.0006779317818758797
-1.3335517e-05,0.0009289412834760811
2.047115e-05,0.0010977644685151151
3.5981834e-06,0.0008225061883580328
-3.400548e-05,0.0005101202734756629
-3.8056707e-05,0.0008620343071100399
6.2681414e-05,0.0005162497108197167
9.6515985e-05,0.0004367652565575615
9.89159e-06,0.000674436780122325
-1.4458495e-05,0.0001315602669974395
5.5229284e-05,0.0006583101487153123
2.384466e-05,0.0006435233521415837
-4.3718235e-05,0.0001302553931583361
2.2099657e-05,0.0007248244885423392
0.00012743505,0.0014400736079572586
8.8957255e-05,0.0015415719071541403
3.423871e-05,0.0012265753847771291
2.4944733e-05,0.0010177756238074224
6.9028916e-05,0.0009311312857939398
0.000102606224,0.0008699850000368134
-5.6633703e-06,0.0010373135336306694
3.305102e-05,0.0011069874429853078
0.0001274944,0.0009928669957908025
0.00010961555,0.0011447398661396878
7.101352e-05,0.0017992018556493294
2.2708235e-05,0.0012587787412389221
1.5150788e-05,0.0004868790484906043
2.6867794e-05,0.0007024973374920049
5.2394316e-05,0.0012840021278012362
-2.9535007e-05,0.001547945321403706
-7.8328456e-05,0.0006735514470353226
-0.00010879578,0.0009191420338947545
-8.4652e-05,0.001058165794297829
-4.833195e-05,0.0011427907785207764
-4.076187e-05,0.0008572926718773867
-1.2216215e-05,0.0002952959240688675
-6.252565e-05,0.0009486061867159476
-4.5381214e-05,0.001414857814129654
-2.7204349e-05,0.0023635514808131837
-4.299443e-05,0.0022506435651547876
-6.66504e-05,0.002211578478156528
5.6470424e-05,0.0017661927401176275
5.9298796e-05,0.000868363952340471
1.7765691e-05,0.00223778915353997
0.00012691622,0.001693353442683479
9.275366e-05,0.001297378318521967
2.4174674e-06,0.0010321775498835515
-4.6570538e-05,0.00012195845283985975
-4.3316984e-05,0.0009422852321309265
-8.6425825e-06,0.0016588453847799771
-1.1361251e-05,0.001726120892771786
-0.0001115793,0.001737727208496255
-0.00011718682,0.0023248992397893412
-5.0516996e-05,0.0016670043039824247
-0.00012430505,0.000756110464315546
-0.00019000066,0.0005247828321326434
-8.151298e-05,0.000535676887160872
-1.27110125e-05,0.00046513986446906187
